Sample.ID,lineage,major.lineage,Rifampicin,Isoniazid,Ethambutol,Pyrazinamide,Streptomycin,Fluoroquinolones,Moxifloxacin,Ofloxacin,Levofloxacin,Ciprofloxacin,Aminoglycosides,Amikacin,Capreomycin,Kanamycin,Cycloserine,Ethionamide,Clofazimine,Para.aminosalicylic_acid,Delamanid,Bedaquiline,Linezolid
ERR2516489,4.1.3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516499,4.1.1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2516509,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ERR2516519,2.2.1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516529,4.3.3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516539,2.2.1,2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
ERR2516549,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ERR2516559,4.1.2.1,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ERR2516569,4.3.3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516579,4.9,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516589,4.3.2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2516599,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516609,3.1.1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516619,4.3.3,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
ERR2516629,4.4.1.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516639,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516649,4.3.3,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
ERR2516659,4.1.2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516669,2.2.1,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2516679,4.3.4.1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516689,4.1.1.1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516699,4.3.4.1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
ERR2516709,4.1.1.3,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
ERR2516719,2.2.1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
ERR2516729,4.2.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516749,2.2.1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
ERR2516759,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516769,2.2.1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ERR2516779,2.2.1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
ERR2516789,1.2.1.2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516799,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516809,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516819,1.2.2.2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516829,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516839,3,3,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
ERR2516849,4.5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516859,4.1.2.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516869,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516879,3.1.2.1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516889,4.6.2.2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516899,2.2.1,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
ERR2516909,4.1.2.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516919,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516929,1.2.2.2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2516939,4.5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516949,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ERR2516959,2.2.1.1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2516969,4.6.5,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2516979,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516989,3.1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2516999,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517009,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERR2517019,4.8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517029,4.2.1.1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517039,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517049,2.2.1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2517059,2.2.1,2,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
ERR2517069,4.2.2.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517079,2.2.1,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2517089,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
ERR2517099,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517109,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517119,2.2.1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517129,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517139,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517149,2.2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517159,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517169,2.2.1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517179,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517189,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517199,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517209,4.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517219,4.4.1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517229,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517239,1.2.2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517249,3.1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517259,4.6.5,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERR2517269,3.1.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517279,4.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517289,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2517299,4.4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517309,4.3.3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517319,4.2.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517329,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517339,4.3.4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517349,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517359,2.2.1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517369,2.2.1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517379,4.2.2.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517389,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517399,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517409,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517419,3.1.1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517429,2.2.1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517439,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517449,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517459,4.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517469,1.2.1.2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517479,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517489,4.1.2.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517499,4.3.4.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517509,4.3.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517519,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517529,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517539,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517549,4.3.4.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517559,4.3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517569,4.2.2.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2517579,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517589,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517599,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517609,4.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517619,1.1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517629,4.3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517639,4.2.2.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2517649,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652919,4.1.1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652929,4.4.1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652939,4.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652949,4.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652959,4.4.1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652969,4.4.1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652979,4.3.4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652989,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2652999,4.3.4.2,4,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653009,4.3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653019,4.1.1.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653029,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653039,4.1.1.1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653049,4.3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653069,4.1.1.3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653079,4.3.4.1,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
ERR2653089,4.7,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653099,4.3.4,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653109,4.3.4.2.1,4,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653119,4.3.3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653129,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653139,4.3.3,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653149,4.3.4.2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653159,4.3.4.1,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
ERR2653169,4.3.4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653179,4.1.2.1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653189,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653199,4.3.4.2,4,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
ERR2653209,4.1.2.1,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653219,4.1.1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2653229,4.4.1,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2653239,4.3.3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2677389,2.2.1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2677399,4.1.2.1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2677409,1.1.2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2677419,4.3.3,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2677429,4.8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2677439,2.2.1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
ERR2677449,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
ERR2677459,4.1.2.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2677469,2.2.1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2679249,4.1.2.1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2679269,4.1.3,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2679279,1.1.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2679299,1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2679309,4.6.2.2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2704809,5.1.1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2706919,4.6.1.2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2706929,4.3.4.1,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2706949,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2706959,4.6.1.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2706969,4.3.4.1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2706979,4.3.2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2706989,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2706999,4.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707009,4.6.1.2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707019,4.1.2.1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707029,4.1.2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707039,4.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707049,4.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707059,4.3.4.2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707069,4.3.3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ERR2707079,4.3.4.2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707089,4.3.4.1,4,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
ERR2707099,4.6.1.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707109,4.6.1.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707119,4.1.1.3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707129,4.6.1.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707139,4.3.4.2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707149,4.6.2.2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707159,4.1.2.1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707169,4.3.4.2.1,4,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ERR2707179,4.3.4.2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707189,4.3.2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707199,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2707209,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707219,4.3.3,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2707229,4.3.2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR275189,4.3.4.2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
ERR275199,4.3.4.2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
ERR275209,4.3.3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR275219,4.3.4.2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
ERR275229,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2791539,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2791549,4.2.1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2791559,4.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815509,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815519,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815529,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815539,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815549,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815559,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815569,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815579,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815589,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815599,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2815609,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843439,1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2843449,1.1.1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843459,1.1.1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2843469,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843479,4.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843489,2.2.1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ERR2843499,2.2.1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843509,2.2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843519,2.2.1.1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2843529,2.2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ERR2843539,2.2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2851369,3.1.1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2861349,2.2.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2864219,4.3.4.1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2864229,4.3.4.2;,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2864239,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2864249,4.3.4.2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ERR2864259,4.1.1.3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2864269,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
ERR2864279,4.3.3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2864289,4.3.4.2,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0
ERR2884619,4.3.3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884629,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884639,4.3.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884649,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884659,4.3.4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884669,4.1.2.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR2884679,4.1.2.1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
