msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS01720,MSMEG_0346,Rv1966,mce3A,0.611,417,160,0,9,421,9,4.33E-166,523
LJ00_RS27710,MSMEG_5666,Rv0898c,NA,0.61,77,30,0,4,80,9,2.68E-27,101
LJ00_RS25720,MSMEG_5260,Rv1083,NA,0.61,59,23,0,16,74,14,1.81E-20,82
LJ00_RS22290,MSMEG_4558,Rv2405,NA,0.61,195,71,0,16,210,6,3.55E-76,249
LJ00_RS11975,MSMEG_2437,Rv2907c,rimM,0.61,175,67,0,1,172,1,2.21E-63,210
LJ00_RS29705,MSMEG_6072,Rv3578,arsB2,0.61,411,160,0,1,411,3,2.21E-152,480
LJ00_RS07315,MSMEG_1482,Rv0731c,NA,0.609,302,117,0,2,302,7,2.31E-117,373
LJ00_RS28605,MSMEG_5849,Rv0776c,NA,0.609,261,100,0,6,266,2,8.35E-94,317
LJ00_RS25305,MSMEG_5176,Rv1147,NA,0.609,210,82,0,6,215,6,5.17E-83,269
LJ00_RS14920,MSMEG_3032,Rv2536,NA,0.609,169,65,0,1,168,1,2.01E-64,214
LJ00_RS11840,MSMEG_2410,Rv2969c,NA,0.609,243,93,0,3,242,4,1.21E-94,304
LJ00_RS05125,MSMEG_2319,Rv3044,fecB,0.609,358,138,0,5,357,2,2.52E-133,422
LJ00_RS11395,MSMEG_2319,Rv3044,fecB,0.609,358,138,0,5,357,2,2.52E-133,422
LJ00_RS11395,MSMEG_1039,Rv3044,fecB,0.609,358,138,0,5,357,2,2.52E-133,422
LJ00_RS05125,MSMEG_1039,Rv3044,fecB,0.609,358,138,0,5,357,2,2.52E-133,422
LJ00_RS07595,MSMEG_1538,Rv3445c,esxU,0.609,105,40,0,1,103,1,1.15E-37,132
LJ00_RS01525,MSMEG_0306,Rv3566c,nat,0.609,274,106,0,1,273,1,1.46E-108,346
LJ00_RS01245,MSMEG_0250,Rv0206c,mmpL3,0.608,1013,370,0,1,1013,1,0,1219
LJ00_RS25830,MSMEG_5283,Rv1215c,NA,0.608,554,216,0,9,562,8,2.10E-221,688
LJ00_RS19315,MSMEG_3932,Rv2031c,hspX,0.608,143,55,0,2,144,3,1.48E-54,183
LJ00_RS22615,MSMEG_4628,Rv2446c,NA,0.608,113,44,0,10,122,7,3.50E-40,141
LJ00_RS27630,MSMEG_5649,Rv2505c,fadD35,0.608,531,208,0,3,533,13,1.56E-228,707
LJ00_RS08190,MSMEG_1658,Rv3335c,NA,0.608,286,111,0,7,292,3,5.37E-109,351
LJ00_RS00465,MSMEG_0093,Rv0145,NA,0.607,315,120,0,1,315,4,1.91E-118,377
LJ00_RS30680,MSMEG_6269,Rv0362,mgtE,0.607,453,177,0,5,456,8,2.09E-175,549
LJ00_RS17985,MSMEG_3659,Rv1816,NA,0.607,227,88,0,1,227,7,1.41E-86,280
LJ00_RS13500,MSMEG_2749,Rv2712c,NA,0.607,341,132,0,10,345,8,1.36E-129,411
LJ00_RS11645,MSMEG_2371,Rv3004,cfp6,0.607,112,43,0,20,131,1,4.29E-37,132
LJ00_RS02160,MSMEG_0438,Rv0265c,NA,0.607,329,124,0,1,317,1,1.18E-122,389
LJ00_RS25170,MSMEG_5148,Rv1160,mutT2,0.606,132,50,0,1,129,1,1.62E-46,159
LJ00_RS10380,MSMEG_2107,Rv1754c,NA,0.606,492,185,0,1,471,72,3.47E-195,607
LJ00_RS27245,MSMEG_5571,Rv2038c,NA,0.605,361,140,0,1,361,1,1.32E-124,397
LJ00_RS21100,MSMEG_4306,Rv2229c,NA,0.605,241,95,0,1,241,1,1.45E-92,298
LJ00_RS12900,MSMEG_2624,Rv2842c,NA,0.605,170,66,0,12,178,5,2.06E-59,199
LJ00_RS08930,MSMEG_1811,Rv3282,NA,0.605,213,82,0,1,209,1,1.33E-78,256
LJ00_RS28945,MSMEG_5917,Rv3517,NA,0.605,274,108,0,1,274,1,7.46E-111,353
LJ00_RS27070,MSMEG_5537,Rv0111,NA,0.604,670,260,0,4,661,13,7.25E-267,825
LJ00_RS14765,MSMEG_3001,Rv2574,NA,0.604,167,65,0,5,171,2,8.27E-65,214
LJ00_RS11570,MSMEG_2356,Rv3026c,NA,0.604,296,107,0,5,275,8,6.86E-109,347
LJ00_RS03075,MSMEG_0624,Rv0291,mycP3,0.603,460,182,0,1,459,1,1.54E-180,564
LJ00_RS27895,MSMEG_5704,Rv0863,NA,0.603,58,22,0,8,65,10,1.01E-21,84
LJ00_RS15465,MSMEG_3145,Rv1477,ripA,0.603,497,187,0,1,497,1,7.75E-180,564
LJ00_RS28795,MSMEG_5886,Rv1935c,echA13,0.603,297,116,0,7,299,14,3.44E-113,361
LJ00_RS01255,MSMEG_0252,Rv0208c,NA,0.602,267,100,0,1,267,1,9.50E-93,300
LJ00_RS17090,MSMEG_3474,Rv0658c,NA,0.602,229,90,0,7,234,5,3.24E-90,291
LJ00_RS25610,MSMEG_5238,Rv1100,NA,0.602,214,82,0,1,206,20,2.06E-80,261
LJ00_RS25550,MSMEG_5225,Rv1109c,NA,0.602,212,81,0,1,205,1,7.98E-73,239
LJ00_RS20685,MSMEG_4220,Rv2148c,NA,0.602,249,96,0,14,256,10,3.99E-92,299
LJ00_RS23220,MSMEG_4752,Rv2520c,NA,0.602,73,29,0,1,73,1,8.54E-28,102
LJ00_RS04120,MSMEG_0834,Rv0431,NA,0.601,157,61,0,1,155,8,3.09E-51,174
LJ00_RS03330,MSMEG_0676,Rv1776c,NA,0.601,178,69,0,5,179,5,6.70E-63,209
LJ00_RS13115,MSMEG_2669,Rv2765,NA,0.601,246,97,0,1,246,1,5.16E-99,317
LJ00_RS17360,MSMEG_3528,Rv0116c,ldtA,0.6,242,95,0,19,257,8,1.25E-93,302
LJ00_RS28645,MSMEG_5856,Rv0771,NA,0.6,145,56,0,1,145,2,8.71E-55,184
LJ00_RS20975,MSMEG_4280,Rv2214c,ephD,0.6,586,231,0,1,578,7,4.87E-226,702
LJ00_RS09265,MSMEG_1877,Rv3242c,NA,0.6,217,85,0,1,217,1,3.85E-78,255
LJ00_RS30195,MSMEG_6171,Rv3660c,NA,0.6,338,133,0,21,353,1,2.50E-117,376
LJ00_RS01275,MSMEG_0256,Rv3714c,NA,0.6,280,111,0,1,280,16,2.32E-106,341
LJ00_RS18685,MSMEG_3804,Rv1638A,NA,0.6,85,32,0,1,82,1,5.32E-29,106
LJ00_RS01155,MSMEG_0232,Rv0191,NA,0.599,394,157,0,7,400,11,8.18E-145,458
LJ00_RS20565,MSMEG_4196,Rv2138,lppL,0.599,334,129,0,21,342,21,1.96E-112,361
LJ00_RS09575,MSMEG_1940,Rv3203,lipV,0.599,222,87,0,40,257,1,1.06E-85,279
LJ00_RS30420,MSMEG_6217,Rv3690,NA,0.599,217,86,0,1,216,1,1.26E-81,265
LJ00_RS02090,MSMEG_0424,Rv0251c,hsp,0.598,157,55,0,1,138,1,2.74E-54,182
LJ00_RS28280,MSMEG_5781,Rv0929,pstC2,0.598,318,127,0,33,348,4,6.00E-120,383
LJ00_RS24770,MSMEG_5067,Rv1230c,NA,0.598,409,155,0,2,410,25,2.30E-153,483
LJ00_RS17600,MSMEG_3578,Rv2435c,NA,0.598,706,282,0,3,708,27,2.38E-282,872
LJ00_RS09335,MSMEG_1891,Rv3226c,NA,0.598,258,101,0,1,258,1,6.11E-102,326
LJ00_RS01890,MSMEG_0380,Rv0451c,mmpS4,0.597,139,56,0,1,139,2,2.05E-56,188
LJ00_RS21055,MSMEG_4297,Rv1760,NA,0.597,462,183,0,1,462,35,1.54E-183,573
LJ00_RS22425,MSMEG_4585,Rv2436,rbsK,0.597,284,113,0,3,284,13,1.27E-97,315
LJ00_RS13685,MSMEG_2787,Rv2671,ribD,0.597,236,93,0,24,259,25,3.47E-82,269
LJ00_RS08010,MSMEG_1621,Rv3393,iunH,0.597,343,122,0,3,345,4,1.84E-124,396
LJ00_RS30160,MSMEG_6163,Rv3651,NA,0.597,338,135,0,1,338,1,3.83E-137,432
LJ00_RS08650,MSMEG_1753,Rv0091,mtn,0.596,250,101,0,1,250,3,7.08E-96,308
LJ00_RS00460,MSMEG_0092,Rv0144,NA,0.596,208,84,0,1,208,70,5.99E-79,257
LJ00_RS33870,MSMEG_6925,Rv3906c,NA,0.596,169,66,0,1,165,1,1.40E-64,213
LJ00_RS24155,MSMEG_4943,Rv1303,NA,0.595,146,58,0,1,146,1,2.05E-52,177
LJ00_RS01510,MSMEG_0302,Rv1426c,lipO,0.595,405,159,0,3,395,10,5.00E-157,493
LJ00_RS13695,MSMEG_2789,Rv2669,NA,0.595,163,61,0,12,174,3,2.19E-56,190
LJ00_RS24295,MSMEG_4971,Rv2781c,NA,0.595,329,132,0,12,339,11,7.35E-121,385
LJ00_RS06340,MSMEG_1285,Rv0613c,NA,0.594,848,323,0,5,800,8,1.37E-304,947
LJ00_RS24135,MSMEG_4939,Rv1307,atpH,0.594,446,180,0,1,445,1,9.58E-161,506
LJ00_RS20935,MSMEG_4273,Rv2206,NA,0.594,235,92,0,1,227,1,4.33E-82,267
LJ00_RS28830,MSMEG_5893,Rv3492c,NA,0.594,158,64,0,4,161,3,1.42E-62,207
LJ00_RS03405,MSMEG_0691,Rv0339c,NA,0.593,822,323,0,14,835,30,2.52E-297,922
LJ00_RS15550,MSMEG_3162,Rv1923,lipD,0.593,405,164,0,9,413,31,2.66E-164,515
LJ00_RS07885,MSMEG_1598,Rv3415c,NA,0.593,263,105,0,7,265,10,1.54E-86,282
LJ00_RS01195,MSMEG_0240,Rv0201c,NA,0.592,140,57,0,63,202,25,6.01E-49,170
LJ00_RS01575,MSMEG_0315,Rv0226c,NA,0.592,558,217,0,2,533,6,2.61E-198,620
LJ00_RS03360,MSMEG_0682,Rv0332,NA,0.592,250,101,0,1,249,11,1.57E-95,307
LJ00_RS07300,MSMEG_1479,Rv1729c,NA,0.592,302,121,0,1,302,1,1.56E-112,359
LJ00_RS01150,MSMEG_0231,Rv1898,NA,0.591,97,39,0,1,97,3,1.08E-28,106
LJ00_RS00645,MSMEG_0129,Rv0164,TB18.5,0.591,147,59,0,1,147,16,3.60E-54,182
LJ00_RS31940,MSMEG_6526,Rv0121c,NA,0.59,144,58,0,1,142,1,7.74E-52,175
LJ00_RS02125,MSMEG_0431,Rv0259c,NA,0.59,226,91,0,1,222,1,1.85E-84,274
LJ00_RS21080,MSMEG_4302,Rv2226,NA,0.59,510,207,0,2,506,1,3.08E-187,586
LJ00_RS01175,MSMEG_0236,Rv0200,NA,0.589,229,94,0,1,229,1,2.87E-87,282
LJ00_RS21300,MSMEG_4348,Rv3509c,ilvX,0.589,508,208,0,9,514,3,1.27E-174,550
LJ00_RS28300,MSMEG_5785,Rv0817c,NA,0.588,270,110,0,5,271,1,2.29E-101,325
LJ00_RS24630,MSMEG_5040,Rv1255c,NA,0.588,192,77,0,3,194,5,3.05E-70,231
LJ00_RS19350,MSMEG_3940,Rv2026c,NA,0.588,287,117,0,8,293,6,9.22E-114,362
LJ00_RS11690,MSMEG_2380,Rv2994,NA,0.588,389,159,0,1,389,1,7.74E-148,466
LJ00_RS17315,MSMEG_3520,Rv0196,NA,0.587,194,80,0,1,194,1,5.63E-72,236
LJ00_RS04145,MSMEG_0839,Rv0434,NA,0.587,206,83,0,6,207,11,3.11E-76,249
LJ00_RS26740,MSMEG_5472,Rv0992c,NA,0.587,189,78,0,9,197,5,4.19E-68,225
LJ00_RS01725,MSMEG_0347,Rv1967,mce3B,0.587,342,141,0,1,342,1,7.74E-131,414
LJ00_RS01765,MSMEG_0355,Rv1975,NA,0.587,160,66,0,4,163,1,4.36E-60,200
LJ00_RS22150,MSMEG_4529,Rv2393,che1,0.587,233,95,0,9,239,48,1.84E-81,266
LJ00_RS11985,MSMEG_2439,Rv2905,lppW,0.587,314,129,0,1,314,1,5.07E-113,361
LJ00_RS10835,MSMEG_2201,Rv0130,htdZ,0.586,150,61,0,1,149,1,3.09E-57,191
LJ00_RS27560,MSMEG_5635,Rv0909,NA,0.586,58,24,0,1,58,1,5.44E-19,76
LJ00_RS24810,MSMEG_5075,Rv1218c,NA,0.586,290,119,0,6,295,8,2.53E-105,338
LJ00_RS13045,MSMEG_2655,Rv2784c,lppU,0.586,138,55,0,1,134,28,1.55E-57,191
LJ00_RS24385,MSMEG_4989,Rv3764c,tcrY,0.586,479,191,0,44,522,1,3.03E-158,503
LJ00_RS09320,MSMEG_1888,Rv3787c,NA,0.586,303,124,0,6,308,7,1.60E-106,342
LJ00_RS17775,MSMEG_3616,Rv1861,NA,0.585,99,40,0,1,97,1,1.35E-34,123
LJ00_RS13415,MSMEG_2732,Rv2729c,NA,0.585,286,117,0,1,286,1,1.40E-91,298
LJ00_RS09495,MSMEG_1923,Rv3217c,NA,0.585,123,50,0,4,125,6,3.87E-43,149
LJ00_RS03065,MSMEG_0622,Rv0289,espG3,0.583,295,117,0,1,281,1,3.18E-109,349
LJ00_RS03205,MSMEG_0651,Rv0320,NA,0.583,223,91,0,1,223,1,4.17E-80,261
LJ00_RS06660,MSMEG_1349,Rv1134,NA,0.583,35,13,0,161,193,18,2.67E-04,39
LJ00_RS01950,MSMEG_0392,Rv1524,NA,0.583,415,172,0,1,415,1,7.67E-159,499
LJ00_RS01760,MSMEG_0354,Rv1974,NA,0.583,108,44,0,5,110,18,8.18E-38,133
LJ00_RS28060,MSMEG_5736,Rv0854,NA,0.582,146,61,0,1,146,1,2.83E-56,188
LJ00_RS27845,MSMEG_5694,Rv0875c,NA,0.582,158,65,0,1,157,1,8.86E-60,199
LJ00_RS10600,MSMEG_2153,Rv3173c,NA,0.582,188,78,0,4,190,8,1.69E-60,203
LJ00_RS03180,MSMEG_0645,Rv0315,NA,0.581,289,118,0,1,283,6,2.68E-115,366
LJ00_RS17530,MSMEG_3563,Rv1877,NA,0.581,685,284,0,2,686,8,9.80E-253,785
LJ00_RS25410,MSMEG_5197,Rv2724c,fadE20,0.58,379,159,0,2,380,8,1.83E-148,467
LJ00_RS12890,MSMEG_2622,Rv2844,NA,0.58,162,66,0,1,157,1,6.20E-53,179
LJ00_RS22175,MSMEG_4534,Rv2401A,NA,0.58,62,26,0,1,62,4,1.24E-20,81
LJ00_RS15690,MSMEG_3191,Rv1571,NA,0.579,169,71,0,1,169,1,1.10E-60,202
LJ00_RS21930,MSMEG_4484,Rv2345,NA,0.579,680,277,0,1,680,1,6.85E-235,733
LJ00_RS12655,MSMEG_2575,Rv2876,NA,0.579,88,35,0,1,84,17,1.07E-29,108
LJ00_RS09060,MSMEG_1837,Rv3254,NA,0.579,452,184,0,13,450,1,5.25E-176,551
LJ00_RS17605,MSMEG_3579,Rv2434c,NA,0.578,463,195,0,3,464,2,3.57E-182,569
LJ00_RS03595,MSMEG_0729,Rv3481c,NA,0.578,223,93,0,1,222,7,5.61E-85,275
LJ00_RS03640,MSMEG_0738,Rv0381c,NA,0.577,301,126,0,1,298,1,3.62E-110,352
LJ00_RS15825,MSMEG_3218,Rv1610,NA,0.577,218,85,0,1,201,17,5.44E-68,225
LJ00_RS22370,MSMEG_4574,Rv2415c,NA,0.577,297,118,0,1,280,1,4.04E-99,319
LJ00_RS06350,MSMEG_1287,Rv3076,NA,0.577,142,57,0,6,141,12,1.58E-45,157
LJ00_RS10025,MSMEG_2036,Rv3171c,hpx,0.577,297,124,0,14,308,3,6.08E-108,346
LJ00_RS26790,MSMEG_5482,Rv0985c,mscL,0.576,156,62,0,1,156,1,1.45E-51,175
LJ00_RS01755,MSMEG_0353,Rv1973,NA,0.576,156,66,0,70,225,5,1.08E-51,179
LJ00_RS17280,MSMEG_3513,Rv2416c,eis,0.576,399,168,0,6,402,4,3.86E-141,447
LJ00_RS31385,MSMEG_6414,Rv3835,NA,0.576,454,189,0,4,457,1,1.65E-163,516
LJ00_RS25730,MSMEG_5262,Rv1081c,NA,0.575,139,59,0,2,140,6,4.22E-50,170
LJ00_RS23115,MSMEG_4731,Rv1521,fadD25,0.575,579,244,0,1,574,3,3.81E-219,682
LJ00_RS17595,MSMEG_3577,Rv1873,NA,0.575,146,60,0,1,146,1,1.29E-49,169
LJ00_RS11640,MSMEG_2370,Rv3005c,NA,0.575,280,118,0,1,280,1,1.67E-100,323
LJ00_RS04970,MSMEG_1010,Rv3058c,NA,0.574,202,84,0,18,216,11,4.27E-69,229
LJ00_RS11250,MSMEG_1010,Rv3058c,NA,0.574,202,84,0,18,216,11,4.27E-69,229
LJ00_RS04970,MSMEG_2290,Rv3058c,NA,0.574,202,84,0,18,216,11,4.27E-69,229
LJ00_RS11250,MSMEG_2290,Rv3058c,NA,0.574,202,84,0,18,216,11,4.27E-69,229
LJ00_RS30425,MSMEG_6218,Rv3691,NA,0.574,334,141,0,35,368,1,1.45E-117,377
LJ00_RS00650,MSMEG_0130,Rv0165c,mce1R,0.574,221,91,0,1,215,1,1.16E-71,237
LJ00_RS03115,MSMEG_0632,Rv0307c,NA,0.573,164,68,0,1,164,1,3.15E-55,186
LJ00_RS17215,MSMEG_3499,Rv1115,NA,0.573,192,81,0,1,192,20,4.57E-68,225
LJ00_RS25455,MSMEG_5205,Rv1125,NA,0.573,417,174,0,3,419,5,4.20E-140,445
LJ00_RS01205,MSMEG_0242,Rv0203,NA,0.572,124,53,0,17,140,9,1.56E-41,148
LJ00_RS03830,MSMEG_0775,Rv0406c,NA,0.572,241,102,0,5,243,24,3.50E-94,303
LJ00_RS05250,MSMEG_1064,Rv0545c,pitA,0.572,415,169,0,1,415,1,1.89E-148,469
LJ00_RS14870,MSMEG_3023,Rv2557,NA,0.572,208,87,0,1,208,19,8.68E-74,242
LJ00_RS21030,MSMEG_4292,Rv3064c,NA,0.572,137,56,0,1,133,1,1.94E-47,162
LJ00_RS03700,MSMEG_0751,Rv0368c,NA,0.571,395,167,0,1,391,1,1.54E-140,445
LJ00_RS27600,MSMEG_5643,Rv1482c,NA,0.571,280,119,0,1,278,1,1.40E-101,326
LJ00_RS22365,MSMEG_4573,Rv2414c,NA,0.571,507,213,0,8,504,8,1.08E-169,535
LJ00_RS09765,MSMEG_1980,Rv0575c,NA,0.57,389,166,0,1,389,1,2.43E-141,447
LJ00_RS02025,MSMEG_0410,Rv1183,mmpL10,0.57,986,420,0,15,1000,1,0,1143
LJ00_RS08935,MSMEG_1812,Rv3281,accE5,0.569,79,33,0,16,94,100,5.82E-25,95
LJ00_RS07045,MSMEG_1428,Rv0697,NA,0.568,471,202,0,2,469,8,2.30E-172,541
LJ00_RS15520,MSMEG_3156,Rv1489,NA,0.568,109,47,0,5,113,8,2.00E-37,132
LJ00_RS26670,MSMEG_5458,Rv0998,NA,0.567,331,142,0,1,331,4,2.80E-120,383
LJ00_RS13420,MSMEG_2733,Rv2728c,NA,0.567,231,98,0,1,228,1,1.38E-77,254
LJ00_RS22925,MSMEG_4693,Rv2468A,NA,0.567,74,31,0,7,79,4,1.16E-26,99
LJ00_RS28275,MSMEG_5780,Rv0930,pstA1,0.566,292,126,0,5,296,10,3.00E-105,338
LJ00_RS19095,MSMEG_3887,Rv2094c,tatA,0.566,83,35,0,1,81,1,2.84E-26,98
LJ00_RS06940,MSMEG_1406,Rv0686,NA,0.565,280,114,0,4,283,3,2.26E-98,317
LJ00_RS19360,MSMEG_3942,Rv2004c,NA,0.565,476,206,0,25,498,23,1.63E-161,511
LJ00_RS00700,MSMEG_0140,Rv0175,NA,0.564,205,87,0,2,201,8,4.99E-68,225
LJ00_RS07545,MSMEG_1528,Rv3452,cut4,0.564,201,86,0,1,199,23,2.05E-69,229
LJ00_RS19080,MSMEG_3884,Rv2091c,NA,0.563,273,106,0,1,273,1,7.22E-89,289
LJ00_RS20665,MSMEG_4216,Rv2144c,NA,0.563,118,49,0,1,118,1,9.81E-27,104
LJ00_RS10510,MSMEG_2133,Rv3071,NA,0.563,364,153,0,7,356,6,8.26E-128,406
LJ00_RS00900,MSMEG_0180,Rv3405c,NA,0.563,149,65,0,15,163,19,2.82E-50,172
LJ00_RS00505,MSMEG_0100,Rv0153c,ptbB,0.562,270,113,0,10,267,5,9.95E-92,297
LJ00_RS28475,MSMEG_5821,Rv0804,NA,0.562,208,88,0,4,211,2,3.93E-68,226
LJ00_RS20825,MSMEG_4249,Rv2183c,NA,0.562,135,57,0,1,135,1,3.01E-42,147
LJ00_RS02075,MSMEG_0420,Rv0250c,NA,0.561,98,42,0,1,98,1,3.04E-33,119
LJ00_RS26640,MSMEG_5452,Rv0999,NA,0.561,212,92,0,16,225,41,2.94E-76,250
LJ00_RS26525,MSMEG_5429,Rv1016c,lpqT,0.561,209,91,0,4,212,18,7.52E-77,251
LJ00_RS24455,MSMEG_5002,Rv1278,NA,0.561,877,383,0,1,877,1,3.81E-293,912
LJ00_RS33950,MSMEG_6944,Rv3922c,NA,0.561,113,47,0,3,115,13,8.11E-39,136
LJ00_RS27870,MSMEG_5699,Rv0868c,moaD2,0.56,82,36,0,7,88,11,2.20E-24,93
LJ00_RS31340,MSMEG_6405,Rv3810,pirG,0.56,303,117,0,1,303,1,3.97E-93,303
LJ00_RS06570,MSMEG_1331,Rv0632c,echA3,0.559,234,101,0,1,234,1,2.89E-81,265
LJ00_RS01955,MSMEG_0393,Rv2952,NA,0.559,250,107,0,28,271,20,1.99E-86,282
LJ00_RS10445,MSMEG_2119,Rv3332,nagA,0.559,380,165,0,2,377,3,1.26E-127,407
LJ00_RS17165,MSMEG_3489,Rv0518,NA,0.558,229,99,0,1,224,1,6.79E-77,252
LJ00_RS04400,MSMEG_0891,Rv3232c,ppk2,0.558,249,109,0,31,278,24,8.48E-92,298
LJ00_RS28730,MSMEG_5873,Rv0756c,NA,0.557,271,106,0,1,271,1,6.92E-89,289
LJ00_RS17995,MSMEG_3661,Rv1815,NA,0.555,200,88,0,11,210,10,1.27E-70,234
LJ00_RS09645,MSMEG_1955,Rv3196,NA,0.555,283,123,0,2,279,17,6.01E-94,304
LJ00_RS27910,MSMEG_5707,Rv2619c,NA,0.554,110,49,0,1,110,1,1.73E-38,135
LJ00_RS15855,MSMEG_3224,Rv1616,NA,0.552,134,58,0,1,134,1,4.09E-48,164
LJ00_RS04810,MSMEG_0977,Rv0531,NA,0.551,87,38,0,2,87,13,1.95E-26,99
LJ00_RS07575,MSMEG_1533,Rv3449,mycP4,0.551,455,198,0,2,442,1,3.82E-142,452
LJ00_RS21955,MSMEG_4489,Rv2360c,NA,0.55,149,63,0,1,149,1,3.01E-41,145
LJ00_RS02020,MSMEG_0409,Rv1182,papA3,0.547,473,213,0,1,473,2,8.98E-185,577
LJ00_RS13100,MSMEG_2666,Rv2771c,NA,0.547,148,67,0,3,150,2,3.44E-48,165
LJ00_RS06965,MSMEG_1411,Rv2319c,NA,0.546,293,132,0,1,293,1,7.04E-99,319
LJ00_RS20855,MSMEG_4255,Rv2189c,NA,0.545,252,105,0,34,265,6,2.73E-78,258
LJ00_RS10890,MSMEG_2212,Rv2263,NA,0.544,312,140,0,4,312,3,7.04E-100,323
LJ00_RS30415,MSMEG_6216,Rv3689,NA,0.544,367,161,0,6,359,85,3.97E-110,355
LJ00_RS13465,MSMEG_2742,Rv2719c,NA,0.543,157,68,0,37,185,9,2.99E-39,141
LJ00_RS30185,MSMEG_6168,Rv3658c,NA,0.543,255,115,0,4,255,7,3.47E-82,269
LJ00_RS10820,MSMEG_2198,Rv1355c,moeY,0.542,707,322,0,16,720,4,1.93E-243,760
LJ00_RS15100,MSMEG_3070,Rv1411c,lprG,0.542,224,101,0,11,234,12,1.63E-70,234
LJ00_RS22965,MSMEG_4701,Rv2478c,NA,0.542,161,73,0,8,168,1,2.96E-49,169
LJ00_RS10485,MSMEG_2127,Rv3073c,NA,0.542,118,52,0,1,118,1,5.34E-37,131
LJ00_RS09990,MSMEG_2027,Rv1558,NA,0.541,133,60,0,7,139,10,2.81E-45,156
LJ00_RS11915,MSMEG_2425,Rv2920c,amt,0.541,436,199,0,14,449,11,1.40E-148,471
LJ00_RS03740,MSMEG_0758,Rv0358,NA,0.538,195,82,0,1,178,20,3.00E-54,184
LJ00_RS09940,MSMEG_2016,Rv1857,modA,0.538,247,111,0,7,247,15,2.60E-79,260
LJ00_RS06635,MSMEG_1344,Rv0638,secE1,0.537,161,66,0,1,143,1,2.44E-40,142
LJ00_RS23100,MSMEG_4728,Rv3820c,papA2,0.537,462,212,0,1,462,1,3.50E-162,512
LJ00_RS01985,MSMEG_0402,Rv0101,nrp,0.536,1490,680,0,1093,2559,1023,0,1454
LJ00_RS11450,MSMEG_1051,Rv3036c,TB22.2,0.536,231,104,0,1,231,1,1.01E-74,246
LJ00_RS05185,MSMEG_1051,Rv3036c,TB22.2,0.536,231,104,0,1,231,1,1.01E-74,246
LJ00_RS05185,MSMEG_2331,Rv3036c,TB22.2,0.536,231,104,0,1,231,1,1.01E-74,246
LJ00_RS11450,MSMEG_2331,Rv3036c,TB22.2,0.536,231,104,0,1,231,1,1.01E-74,246
LJ00_RS04945,MSMEG_2285,Rv1403c,NA,0.535,267,123,0,5,270,7,2.99E-89,290
LJ00_RS11225,MSMEG_1005,Rv1403c,NA,0.535,267,123,0,5,270,7,2.99E-89,290
LJ00_RS11225,MSMEG_2285,Rv1403c,NA,0.535,267,123,0,5,270,7,2.99E-89,290
LJ00_RS04945,MSMEG_1005,Rv1403c,NA,0.535,267,123,0,5,270,7,2.99E-89,290
LJ00_RS09930,MSMEG_2014,Rv1859,modC,0.535,362,165,0,1,356,1,4.88E-118,378
LJ00_RS26340,MSMEG_5392,Rv1029,kdpA,0.534,557,252,0,12,553,10,8.21E-180,567
LJ00_RS11770,MSMEG_2396,Rv2980,NA,0.534,189,82,0,7,195,5,1.29E-62,209
LJ00_RS29335,MSMEG_5998,Rv3547,ddn,0.534,143,66,0,16,158,9,9.89E-49,167
LJ00_RS01265,MSMEG_0254,Rv0210,NA,0.533,481,222,0,11,486,8,3.06E-158,501
LJ00_RS28305,MSMEG_5786,Rv0816c,thiX,0.533,150,65,0,5,154,1,5.74E-44,153
LJ00_RS30905,MSMEG_6314,Rv2296,NA,0.533,298,138,0,1,298,1,3.22E-94,306
LJ00_RS03715,MSMEG_0753,Rv0361,NA,0.532,272,123,0,1,263,1,2.39E-80,264
LJ00_RS03780,MSMEG_0766,Rv0389,purT,0.532,407,187,0,62,462,6,1.89E-123,399
LJ00_RS04355,MSMEG_0882,Rv0441c,NA,0.532,136,57,0,4,125,5,9.31E-35,125
LJ00_RS21795,MSMEG_4456,Rv2313c,NA,0.532,273,123,0,8,270,11,5.99E-81,266
LJ00_RS30765,MSMEG_6288,Rv3723,NA,0.532,291,116,0,1,291,1,1.06E-84,278
LJ00_RS23905,MSMEG_4893,Rv0419,lpqM,0.531,466,217,0,16,481,34,7.65E-153,485
LJ00_RS04575,MSMEG_0927,Rv0481c,NA,0.531,173,78,0,1,167,1,6.30E-58,194
LJ00_RS02605,MSMEG_0529,Rv3080c,pknK,0.531,1104,516,0,5,1105,5,0,1107
LJ00_RS08830,MSMEG_1791,Rv3288c,usfY,0.531,94,44,0,5,98,40,1.37E-27,103
LJ00_RS33845,MSMEG_6919,Rv0040c,mtc28,0.53,313,140,0,1,313,1,7.39E-90,294
LJ00_RS24705,MSMEG_5054,Rv1244,lpqZ,0.53,281,130,0,3,279,5,2.15E-88,288
LJ00_RS04200,MSMEG_0851,Rv2684,arsA,0.529,424,199,0,5,428,3,9.68E-143,453
LJ00_RS17040,MSMEG_3463,Rv3298c,lpqC,0.529,302,140,0,1,302,6,1.61E-102,330
LJ00_RS25630,MSMEG_5242,Rv3130c,tgs1,0.528,459,215,0,7,463,4,1.50E-147,469
